Company Name,Company Code
BLAL,543898
SILVERETF,543900
RHL,543901
RETINA,543902
DSPGOLDETF,543903
MANKIND,543904
AVG,543910
ATALREAL,543911
NXST,543913
PAVNAIND,543915
HSIL,543916
SIGMA,543917
GHCLTEXTIL,543918
MKPL,543919
CFF,543920
COMRADE,543921
SILVRETF,543922
IKIO,543923
BIZOTIC,543926
ASIAN,543927
COSMICCRF,543928
HMAAGRO,543929
URAVI,543930
VEEFIN,543931
IDEAFORGE,543932
CYIENTDLM,543933
DSPITETF,543935
SENCO,543936
ACCELERATE,543938
KAKA,543939
JIOFIN,543940
AHASOLAR,543941
UTKARSHBNK,543942
ASARFI,543943
BANKETF,543944
NETWEB,543945
LIQUID,543946
DSPPSBKETF,543948
DSPPVBKETF,543949
YATHARTH,543950
NIITMTS,543952
KHAZANCHI,543953
ATL,543954
TREL,543955
ICICIQTY30,543956
REDTAPE,543957
VLEGOV,543958
SBFC,543959
CONCORDBIO,543960
CLEDUCATE7,543961
DPWIRES,543962
TVSSCS,543965
PYRAMID,543969
BONDADA,543971
AEROFLEX,543972
HDFCLIQUID,543973
VPRPL,543974
NIFMID150,543975
SHRAAITECH,543976
RISHABH,543977
RATNAVEER,543978
KAHAN,543979
JLHL,543980
RRKABEL,543981
MESON,543982
EMSLIMITED,543983
SAMHI,543984
ZAGGLE,543985
SOUTHWEST,543986
NAVINIFTY,543987
NUVAMA,543988
KALAMANDIR,543989
SIGNATURE,543990
TECHKGREEN,543991
YATRA,543992
JSWINFRA,543994
MVGJL,543995
UDS,543996
ORGANICREC,543997
VALIANTLAB,543998
SENSEXETF,543999
CCAL,544000
SUNITATOOL,544001
VIVAA,544002
PLAZACABLE,544003
IRMENERGY,544004
ITETF,544006
ALPHAETF,544007
MAXESTATES,544008
ICICISENSX,555555
TATAMTRTDVR,570001
FELDVR,570002
JISLBNDVR,570004
GATECHDVR,570005
KARUR VY(PS,590003
TIDE WATE(PS,590005
AMRUTANJAN,590006
XPRO INDI(PS,590013
HISARMET(PS,590018
BHARAT RA(PS,590021
FERT CHE(PS,590024
GINNI FIL(PS,590025
SOUTH PET(PS,590030
DE NORA,590031
KAVERI TELE,590041
SAKSOFT LTD,590051
SALONA COTSP,590056
EQUIPPP,590057
ANDHRA SUGAR,590062
INDIA MOTOR,590065
KCP LTD,590066
SUNDARAM FIN,590071
SUNDARAM BRK,590072
WHEELS INDIA,590073
LAMBODHARA T,590075
MAITHAN ALL,590078
ORISSA MINE,590086
GOLDBEES,590095
LIQUIDBEES,590096
KOTAKGOLDETF,590097
SBI GOLD ETS,590098
QUANTUM GOLD,590099
UTI GOLD ETF,590101
NIFTYBEES,590103
JUNIORBEES,590104
BANKBEES,590106
KOTAK PSU BK,590107
PSUBNKBEES,590108
SHARIABEES,590109
QNIFTY,590110
HNGSNGBEES,590113
MOM50,590115
MADRASFERT,590134
KOTAKBKETF,590136
SETFNIFBK,590137
SETFNIF50,590138
MBLNCRPS,717504
TVSHLNCRPS,717505
SGB20151,800251
SGB2016II,800253
SGBAUG24,800254
SGBJULY25,800269
SGBNOV25A,800275
SGBAUG27,800297
SGBOCT27A,800303
SGBAPR28,800318
SGBJULY28,800324
SGBAUG28,800325
SGBSEP28,800327
SGBOCT28,800328
SGBNOV28,800329
SGBJAN29,800331
SGBMAR29,800339
SGBMAY29,800340
SGBSEP29,800386
SGBNOV29,800434
699GOI2051,800435
SGBMARCH30,800439
738GOI2027,800442
SGBJUNE30,800443
736GOI2052,800452
SGBAUG30,800488
741GOI36,800574
699GOI26,800578
SGBJUNE31,800580
706GS28M23,800581
SGBSEP31,800596
AIRTELPP,890157
AURUMPP,890168
ADCONPP,890179
SGRLPP,890181
CRESSANPP,890187
ALANPP,890188
EIKOPP,890189
990IFCI24F,935321
0IFCI24G,935323
940IFCI25,935351
849NTPC25,935383
736PFC25,935506
714REC25,935540
739NHAI26,935580
76NHAI31,935584
764HUDCO31,935642
739NHAI31A,935664
729NABARD26,935688
9MMFSL26,935752
MMFSL26A,935760
0NIDO26,935790
9IBHFL26B,935860
0MFL25,935966
805MMFSL32,936048
925ERFL28,936132
943EFL28,936252
985EFL28,936254
10MFL23,936360
1040MFL23,936366
101JMFCSL23,936380
967JMFCSL23,936382
995EFL24,936392
EFL4JAN19A,936396
1015EFL29,936398
1060EFL29,936400
915MMFSL24,936408
93STFCL29,936454
0DLSL24,936508
889LTFL24,936524
975MFL24A,936538
10MFL24,936544
975MHIL24,936642
995EFL24A,936716
104EFL24,936718
995EFL29,936722
104EFL29,936724
975MFL24AA,936730
10MFL24A,936736
1013DLSL24,936758
96STF24,936790
97STF26,936792
85TCFS24,936806
865TCFS27,936810
0IFL25,936826
975MFL24B,936930
1025MHFL24,936953
0MHFL26,936959
995ECL24,936969
104ECL24,936971
995ECL29,936975
975MFL24BB,937023
10MFL24AA,937029
98NWFL25,937085
1025NWFL25,937087
95MFL25,937101
945MFL23,937299
96MFL25,937301
0MFL25D,937307
MFLOV24,937317
0EFSL24,937337
939EFSL26,937339
697PFCL36,937381
715PFCL36,937385
0MFL24D,937415
10IFL28,937453
96IFL28,937455
MFLV26E,937467
910EFSL24,937491
0EFSL24A,937493
930EFSL31,937501
1025MMFL26A,937515
950MFCL27D,937549
0MFCL26VIII,937557
BILNCD2021,937561
9PCHFL31A,937581
ZCSFL24,937589
0IHFL28,937623
955EFSL26A,937633
EFS10SEP21,937635
866IHFL24,937675
975MFL29,937777
MFL291021,937779
875EFSL24A,937793
91EFSL24A,937795
EFSL281221A,937797
93EFSL31A,937805
ZCMFL24,937891
11KAFL27,937921
850NIDO24,937989
NIDO29422,937991
870NIDO25,937993
905NIDO25,937995
915NIDO27,937999
NIDO29APR22,938003
930NIDO32,938005
MFLIII25C,938013
1040UCL25,938025
MMFL23522A,938055
940NFL24,938061
MFLI25,938065
MFLVI25,938075
11IML27,938091
NWIL150722,938097
916NWIL27,938105
MFL060922C,938143
87IHFL24,938162
894IHFL25,938172
915IHFL27,938180
1050KLM27,938196
EFSL201022,938204
975EFSL27,938214
79NHIT40,938224
79NHIT47,938226
MFLTDI25,938246
MFLTDVII27,938268
760MFL25,938288
894IHFL24,938302
0CCIL29,938336
95KFL27,938348
920EFSL26,938358
960EFSL26,938360
967EFSL28,938364
ZCEFSL28,938368
10EFSL33,938370
0IIFL28,938386
MFL02022023,938432
775MFL26,938434
990IBHFL26,938482
100ICCL25,938494
920EFSL2026,938518
MFL020523,938574
835IFL25,938624
865IFL28,938632
975NFL25,938638
1025NFL25,938640
EFSL210723,938650
967EFS28,938658
10EFS33,938664
ZCIHFL25I6,938678
948IHFL26I,938686
1050VCL25,938728
970CAGL28,938742
9KAFL24,938746
865MFL25A,938786
9MFL25A,938792
MFL200923A,938798
965IHFL25A,938808
971IHFL28A,938834
KFL280923,938852
775MFLTD28,938870
8MFLTD28,938876
78ABFL33,938890
ABFL091023B,938892
0EFSL25,938896
920EFSL26A,938898
960EFSLA,938900
967EFSL28A,938904
10EFSL33A,938910
1045EFSL33B,938912
1032APCRD26,958178
1088CIFCPER,958788
87BOBPER,959085
85BOBPERP,959800
830PFC2027,961730
734IRFC2028,961756
751HUDCO28,961765
876HUDCO28,961785
874HUDCO33,961786
863IIFCL28,961796
892PFC33,961804
876HUDCO24,961814
866IIFCL24C,961820
848IRFC24,961829
816IREDA24,961831
880IREDA29,961839
861KPL24,961849
888IRFC29,961885
SHAREINWARR,961917
IFCI010811B,972655
IFCI010811D,972657
IFCI310312A,972719
IFCI310312C,972721
990IFCI27B,972771
675PCHFL31,973491
BML280222,973819
970UPPC30,973878
970UPCL31,973881
995UPPCL25,974281
11MML26,974561
1075MFSL28,974654
1075MSFSL28,974720
1055MECL33,974749
1075MMF26,974966
1240AFPL29,974998
1125ESFBL29,975057
1115LFL25,975121
0MSFL25A,975137
11SCNL26,975154
